State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,season,days
Karnataka,Kolar,Kolar,Tomato,Vegetables,598,400,1670,930,03-Jan-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,783,330,1330,800,04-Jan-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,631,330,1200,530,05-Jan-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,688,330,1330,670,06-Jan-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,441,330,1270,670,07-Jan-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,514,330,1530,800,08-Jan-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,550,330,1330,800,09-Jan-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,460,330,1470,800,10-Jan-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,506,330,1470,800,11-Jan-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,450,530,2000,1200,12-Jan-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,499,600,5330,1330,13-Jan-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,445,530,2200,1330,14-Jan-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,323,670,2530,1400,15-Jan-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,233,670,3000,1670,16-Jan-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,390,670,3000,1670,17-Jan-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,506,670,2670,1330,18-Jan-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,523,530,2670,1470,19-Jan-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,556,530,2530,1330,20-Jan-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,693,400,2330,1200,21-Jan-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,686,530,2000,1200,22-Jan-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,601,470,1670,1000,23-Jan-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,684,330,1670,930,24-Jan-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,647,470,1530,870,25-Jan-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,597,400,1670,930,26-Jan-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,555,400,1530,870,27-Jan-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,530,400,1670,930,28-Jan-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,453,400,1670,930,29-Jan-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,496,400,1800,1000,30-Jan-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,487,400,1870,1070,31-Jan-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,589,400,1670,930,01-Feb-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,600,400,1730,1000,02-Feb-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,563,400,1530,870,03-Feb-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,497,330,1470,800,04-Feb-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,486,400,1600,870,05-Feb-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,496,400,1530,930,06-Feb-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,388,400,1730,1000,07-Feb-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,470,400,1870,1070,08-Feb-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,513,400,1670,930,09-Feb-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,442,400,1870,1000,10-Feb-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,447,400,1930,1070,11-Feb-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,487,530,2130,1200,12-Feb-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,514,530,2200,1200,13-Feb-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,494,600,2270,1270,14-Feb-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,528,530,2000,1130,15-Feb-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,407,400,2000,1070,16-Feb-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,467,530,2200,1270,17-Feb-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,427,530,2330,1330,18-Feb-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,457,530,2470,1400,19-Feb-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,414,670,2600,1470,20-Feb-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,589,530,2270,1330,21-Feb-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,561,530,2330,1400,22-Feb-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,625,400,1670,1000,23-Feb-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,625,400,1670,1000,24-Feb-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,488,530,1800,1130,25-Feb-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,509,400,2000,1200,26-Feb-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,395,400,1730,1000,27-Feb-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,351,530,2000,1130,28-Feb-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,334,530,2000,1200,01-Mar-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,368,530,2270,1270,02-Mar-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,461,530,1930,1200,03-Mar-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,467,400,1670,1000,04-Mar-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,386,400,1670,1000,05-Mar-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,388,330,1670,1000,06-Mar-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,373,400,1800,1130,07-Mar-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,342,400,2000,1200,08-Mar-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,287,400,1800,1000,09-Mar-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,351,530,2000,1270,10-Mar-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,370,400,1870,1200,11-Mar-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,295,400,1670,1000,12-Mar-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,368,330,1430,930,13-Mar-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,446,330,1330,870,14-Mar-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,343,330,1330,930,15-Mar-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,396,330,1200,730,16-Mar-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,316,330,1130,670,17-Mar-23,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,333,330,1330,730,18-Mar-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,320,330,1200,670,19-Mar-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,422,330,1200,670,20-Mar-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,554,330,1200,600,21-Mar-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,357,330,1200,670,22-Mar-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,240,330,1330,730,23-Mar-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,246,330,1000,600,24-Mar-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,570,300,1000,600,25-Mar-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,569,300,800,530,26-Mar-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,408,300,870,530,27-Mar-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,462,300,800,570,28-Mar-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,452,300,800,530,29-Mar-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,452,300,800,530,30-Mar-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,273,300,870,530,31-Mar-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,494,330,930,530,01-Apr-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,445,300,800,470,02-Apr-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,525,300,730,470,03-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,508,300,800,530,04-Apr-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,538,300,730,470,05-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,513,300,670,470,06-Apr-23,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,550,300,670,400,07-Apr-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,465,300,670,470,08-Apr-23,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,446,300,670,470,09-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,406,300,730,530,10-Apr-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,461,300,730,470,11-Apr-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,522,330,800,530,12-Apr-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,595,300,670,400,13-Apr-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,459,300,670,400,14-Apr-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,498,300,730,470,15-Apr-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,480,330,670,400,16-Apr-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,397,300,670,470,17-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,590,300,800,500,18-Apr-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,735,300,670,470,19-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,638,300,670,470,20-Apr-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,657,300,730,500,21-Apr-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,525,300,670,470,22-Apr-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,440,300,870,470,23-Apr-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,510,300,670,470,24-Apr-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,620,300,730,500,25-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,792,300,670,400,26-Apr-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,856,300,600,400,27-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,711,300,670,400,28-Apr-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,586,300,800,400,29-Apr-23,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,517,300,730,430,30-Apr-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,387,300,870,470,01-May-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,618,300,630,530,02-May-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,815,300,670,470,03-May-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,013.00",300,670,470,04-May-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,779,300,670,470,05-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,710,300,800,530,06-May-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,514,300,870,530,07-May-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,510,330,1330,670,08-May-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,654,330,1330,730,09-May-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,740,330,1330,730,10-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,573,330,1530,800,11-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,958,330,1330,670,12-May-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,895,300,1200,730,13-May-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,815,300,1330,800,14-May-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,725,330,1600,930,15-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,921,330,1470,800,16-May-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,920,300,1200,670,17-May-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,035.00",300,1000,600,18-May-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,760,300,1200,670,19-May-23,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,742,300,1070,670,20-May-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,789,300,1330,730,21-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,615,330,1330,730,22-May-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,595,330,1330,730,23-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,870,330,1200,670,24-May-23,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,765,300,1200,730,25-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,720,300,1330,800,26-May-23,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,643,330,1270,700,27-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,598,330,1470,800,28-May-23,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,620,330,1870,930,29-May-23,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,633,330,2130,1000,30-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,542,330,2670,1330,31-May-23,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,940,330,2330,1000,01-Jun-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,971,330,1870,800,02-Jun-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,925,330,2000,1000,03-Jun-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,941,330,2000,1200,04-Jun-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,944,670,2000,1270,05-Jun-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,062.00",670,2130,1330,06-Jun-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,077.00",530,2130,1330,07-Jun-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,118.00",670,2000,1270,08-Jun-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,981,670,2000,1470,09-Jun-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,143.00",670,2200,1400,10-Jun-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,175.00",670,2330,1470,11-Jun-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,996,670,3000,1670,12-Jun-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,140.00",670,3200,1730,13-Jun-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,140.00",1330,3660,2000,14-Jun-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,326.00",1000,3000,1870,15-Jun-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,203.00",1000,3200,2000,16-Jun-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,170.00",1000,3000,1870,17-Jun-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,125.00",670,3200,1870,18-Jun-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,318.00",1330,3670,2130,19-Jun-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,223.00",1330,3870,2330,20-Jun-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,953,1330,3870,2330,21-Jun-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,575.00",1330,4000,2530,22-Jun-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,350.00",1500,4330,2670,23-Jun-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,102.00",2000,6670,3670,24-Jun-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,173.00",2000,6670,3730,25-Jun-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,027.00",2000,6670,3330,26-Jun-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,020.00",2000,6670,4000,27-Jun-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,153.00",2000,6670,3670,28-Jun-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,790,2000,7330,3330,29-Jun-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,034.00",2330,8670,4000,30-Jun-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,122.00",2000,10000,4670,01-Jul-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,186.00",2330,9330,4670,02-Jul-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,311.00",2330,9330,4670,03-Jul-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,324.00",2670,10000,5000,04-Jul-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,193.00",2670,10000,4670,05-Jul-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,297.00",2670,9330,4670,06-Jul-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,200.00",2000,7330,3670,07-Jul-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,181.00",2330,8670,4330,08-Jul-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,253.00",2330,9330,4670,09-Jul-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,033.00",2670,10660,6000,10-Jul-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,059.00",2670,13330,6670,11-Jul-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,140.00",3330,12000,7330,12-Jul-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,140.00",3330,12000,7330,13-Jul-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,057.00",3330,12000,7330,14-Jul-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,095.00",2670,10000,6000,15-Jul-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,083.00",2670,10670,6670,16-Jul-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,951,3330,11330,6670,17-Jul-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,012.00",3330,12000,6670,18-Jul-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,148.00",3330,10000,6000,19-Jul-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,024.00",3330,10000,6000,20-Jul-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,058.00",3330,9330,6000,21-Jul-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,004.00",2670,10000,6000,22-Jul-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,032.00",2670,10000,6000,23-Jul-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,817,3330,10000,6670,24-Jul-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,858,3330,12000,7330,25-Jul-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,771,3330,13330,8000,26-Jul-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,747,3330,12000,6670,27-Jul-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,868,3330,12670,7330,28-Jul-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,759,3330,12670,7330,29-Jul-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,792,3330,13330,8670,30-Jul-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,942,4000,16000,9330,31-Jul-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,878,4000,16000,9330,01-Aug-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,948,4000,14670,8000,02-Aug-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,970,2670,11330,6670,03-Aug-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,059.00",2670,10000,6000,04-Aug-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,191.00",3330,10000,6670,06-Aug-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,214.00",2670,10000,6670,07-Aug-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,182.00",2670,10000,6670,08-Aug-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,291.00",2670,7330,4670,09-Aug-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,332.00",2000,5330,3330,10-Aug-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,326.00",2000,5330,3330,11-Aug-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,275.00",2000,6000,3470,12-Aug-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,385.00",2000,5670,3330,13-Aug-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,515.00",2000,5670,3470,14-Aug-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,755.00",1000,3530,1930,17-Aug-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,605.00",1000,3330,2000,18-Aug-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,568.00",1670,3400,2200,19-Aug-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,665.00",1330,3330,2130,20-Aug-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,692.00",1330,3470,2070,21-Aug-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,800.00",1200,3000,1930,22-Aug-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,809.00",1000,2330,1600,23-Aug-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,803.00",670,2270,1600,24-Aug-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,763.00",670,2330,1730,25-Aug-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,668.00",670,2330,1600,26-Aug-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,689.00",1000,2930,1730,27-Aug-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,905.00",1000,2670,1730,28-Aug-23,Monsoon,Saturday
